tipo,archivo,duracion_original,sampling_rate_original
VT,2018-06-02-0930-20S.LC10__001_00_01,39.995,200.0
VT,2018-04-20-1909-45S.LC10__001_00_01,16.995,200.0
TC,2018-05-28-2124-26S.B2DA__001_00_01,53.998,500.0
VT,2018-04-22-0658-58S.LC10__001_00_01,14.995,200.0
VT,2018-05-01-1011-02S.LC10__001_00_01,17.995,200.0
VT,2018-05-15-1338-45S.LC10__001_00_01,44.995,200.0
VT,2018-04-21-1842-58S.LC10__001_00_01,9.995,200.0
VT,2018-03-25-0756-35S.LC10__001_00_01,18.995,200.0
VT,2018-03-12-1012-10S.LC10__001_00_01,19.995,200.0
LP,2018-10-16-1334-55S.LC05__001_00_01,144.995,200.0
TC,2018-05-27-2001-20S.B2DA__001_00_01,149.998,500.0
VT,2018-03-10-2313-31S.LC10__001_00_01,8.995,200.0
VT,2018-04-28-0912-35S.LC10__001_00_01,34.995,200.0
TR,2018-10-09-1901-33S.LC09__001_00_01,106.995,200.0
VT,2018-06-10-0113-38S.LC07__001_00_01,31.995,200.0
VT,2018-06-21-1145-30S.LC10__001_00_01,19.995,200.0
HY,2018-04-03-0945-22S.LC10__001_00_01,22.995,200.0
TC,2018-06-25-1235-00S.LC04__001_00_01,179.995,200.0
VT,2018-03-08-0315-25S.LC10__001_00_01,11.995,200.0
TC,2018-06-04-1432-23S.LC10__001_00_01,176.995,200.0
LP,2018-04-25-1058-12S.B2DA__001_00_01,19.998,500.0
TC,2018-07-29-0021-42S.LC06__001_00_01,100.995,200.0
TR,2018-10-18-2053-08S.LC09__001_00_01,101.995,200.0
VT,2018-07-06-1217-07S.LC10__001_00_01,14.995,200.0
VT,2018-03-13-1753-22S.LC10__001_00_01,11.995,200.0
VT,2018-03-31-1212-46S.LC10__001_00_01,14.995,200.0
TC,2018-03-30-0709-33S.LC07__001_00_01,41.995,200.0
VT,2018-04-13-0102-08S.LC10__001_00_01,11.995,200.0
VT,2018-03-12-0319-35S.LC10__001_00_01,11.995,200.0
VT,2018-05-18-1736-40S.LC10__001_00_01,44.995,200.0
TC,2018-05-27-2028-10S.LC10__001_00_01,49.995,200.0
VT,2018-06-14-0054-40S.LC10__001_00_01,19.995,200.0
VT,2018-03-09-2114-32S.LC07__001_00_01,11.995,200.0
LP,2018-09-04-2323-23S.LC05__001_00_01,160.995,200.0
LP,2018-05-09-0341-48S.LC10__001_00_01,131.995,200.0
TC,2018-04-17-1104-13S.LC07__001_00_01,19.995,200.0
LP,2018-03-05-1025-51S.LC06__001_00_01,21.995,200.0
TC,2018-05-01-1408-35S.LC07__001_00_01,29.995,200.0
TC,2018-09-16-1703-24S.LC04__001_00_01,65.995,200.0
LP,2018-08-23-1740-13S.LC05__001_00_01,91.995,200.0
TC,2018-05-05-1807-00S.LC10__001_00_01,29.995,200.0
TC,2018-09-16-1333-19S.LC05__001_00_01,150.995,200.0
TC,2018-06-28-1815-11S.LC05__001_00_01,88.995,200.0
LP,2018-04-30-0705-20S.B2DA__001_00_01,89.998,500.0
TC,2018-05-24-1151-38S.LC10__001_00_01,21.995,200.0
VT,2018-04-17-0407-44S.LC10__001_00_01,19.995,200.0
TC,2018-08-18-0150-20S.LC08__001_00_01,159.995,200.0
VT,2018-03-28-0617-33S.LC10__001_00_01,29.995,200.0
VT,2018-06-12-1429-00S.LC10__001_00_01,19.995,200.0
VT,2018-05-09-1437-03S.LC10__001_00_01,26.995,200.0
TC,2018-03-27-2006-51S.LC10__001_00_01,83.995,200.0
TR,2018-08-24-1745-12S.LC08__001_00_01,107.995,200.0
TC,2018-05-02-1805-33S.LC10__001_00_01,86.995,200.0
LP,2018-03-28-0414-38S.LC10__001_00_01,121.995,200.0
VT,2018-03-29-0006-25S.LC10__001_00_01,9.995,200.0
TC,2018-09-22-1439-50S.LC08__001_00_01,84.995,200.0
LP,2018-05-11-1939-30S.LC10__001_00_01,119.995,200.0
TC,2018-06-19-1437-10S.LC10__001_00_01,19.995,200.0
LP,2018-03-13-1349-34S.LC08__001_00_01,18.995,200.0
VT,2018-04-26-0624-56S.LC10__001_00_01,9.995,200.0
VT,2018-05-18-0953-57S.LC10__001_00_01,12.995,200.0
VT,2018-04-03-2159-15S.LC10__001_00_01,8.995,200.0
VT,2018-03-10-0423-48S.LC10__001_00_01,4.995,200.0
TC,2018-08-20-2350-40S.LC09__001_00_01,159.995,200.0
TC,2018-06-17-2021-56S.LC10__001_00_01,143.995,200.0
TC,2018-04-04-1844-50S.LC07__001_00_01,17.995,200.0
VT,2018-03-31-1048-16S.LC10__001_00_01,11.995,200.0
TR,2018-08-16-1734-50S.LC04__001_00_01,79.995,200.0
TC,2018-04-30-1945-06S.LC10__001_00_01,103.995,200.0
LP,2018-08-27-1233-42S.LC08__001_00_01,15.995,200.0
TR,2018-05-30-0142-50S.LC10__001_00_01,24.995,200.0
TC,2018-09-06-1034-00S.LC09__001_00_01,199.995,200.0
VT,2018-04-07-2347-31S.LC10__001_00_01,9.995,200.0
TC,2018-05-23-0106-20S.B2DA__001_00_01,39.998,500.0
TR,2018-06-09-0955-10S.LC10__001_00_01,29.995,200.0
HY,2018-10-09-1805-40S.LC05__001_00_01,69.995,200.0
VT,2018-06-18-2316-10S.LC10__001_00_01,29.995,200.0
VT,2018-04-04-0511-55S.LC10__001_00_01,8.995,200.0
TC,2018-08-12-0026-57S.LC05__001_00_01,122.995,200.0
VT,2018-06-30-1226-28S.LC10__001_00_01,16.995,200.0
VT,2018-03-24-0104-30S.LC10__001_00_01,24.995,200.0
TC,2018-05-01-0713-20S.LC10__001_00_01,29.995,200.0
LP,2018-05-04-2150-50S.LC10__001_00_01,129.995,200.0
TR,2018-03-04-2206-25S.LC07__001_00_01,74.995,200.0
TC,2018-03-28-2329-44S.LC10__001_00_01,19.995,200.0
LP,2018-07-04-0302-41S.LC10__001_00_01,178.995,200.0
VT,2018-06-28-0317-45S.LC10__001_00_01,19.995,200.0
VT,2018-07-03-0111-31S.LC10__001_00_01,11.995,200.0
VT,2018-03-08-0555-22S.LC10__001_00_01,22.995,200.0
TC,2018-05-19-0434-25S.LC10__001_00_01,154.995,200.0
HY,2018-04-13-0033-08S.LC10__001_00_01,25.995,200.0
TC,2018-05-09-0658-14S.LC10__001_00_01,75.995,200.0
HY,2018-03-20-0420-10S.LC10__001_00_01,24.995,200.0
TC,2018-05-07-2305-40S.LC10__001_00_01,39.995,200.0
VT,2018-05-29-1416-00S.LC10__001_00_01,19.995,200.0
VT,2018-03-20-1103-34S.LC10__001_00_01,19.995,200.0
VT,2018-05-28-1858-42S.LC10__001_00_01,27.995,200.0
VT,2018-04-30-1020-10S.LC10__001_00_01,18.995,200.0
TC,2018-04-05-2050-46S.LC07__001_00_01,19.995,200.0
TC,2018-06-02-1812-26S.LC10__001_00_01,153.995,200.0
VT,2018-05-30-0619-00S.LC10__001_00_01,19.995,200.0
VT,2018-03-10-1112-21S.LC10__001_00_01,8.995,200.0
LP,2018-04-02-0436-56S.B2DA__001_00_01,17.998,500.0
TC,2018-08-05-0557-00S.LC06__001_00_01,139.995,200.0
HY,2018-03-21-0751-29S.LC10__001_00_01,45.995,200.0
VT,2018-07-02-2321-11S.LC07__001_00_01,18.995,200.0
HY,2018-06-20-1833-36S.LC09__001_00_01,63.995,200.0
TC,2018-07-17-0641-18S.LC10__001_00_01,141.995,200.0
TR,2018-05-01-1143-17S.B2DA__001_00_01,202.998,500.0
VT,2018-05-02-0102-30S.LC10__001_00_01,24.995,200.0
VT,2018-07-01-2044-50S.LC10__001_00_01,10.995,200.0
LP,2018-05-10-2029-10S.LC10__001_00_01,79.995,200.0
VT,2018-03-15-1153-49S.LC10__001_00_01,9.995,200.0
TC,2018-05-14-0729-60S.LC10__001_00_01,19.995,200.0
TC,2018-03-31-0939-58S.LC10__001_00_01,17.995,200.0
HY,2018-08-09-2122-30S.LC05__001_00_01,79.995,200.0
VT,2018-05-11-1324-30S.LC10__001_00_01,24.995,200.0
LP,2018-03-15-0602-53S.B2DA__001_00_01,24.998,500.0
LP,2018-09-05-1053-17S.LC08__001_00_01,142.995,200.0
LP,2018-07-06-1419-30S.LC10__001_00_01,34.995,200.0
TC,2018-05-22-1139-50S.LC08__001_00_01,189.995,200.0
TC,2018-08-25-1810-46S.LC09__001_00_01,193.995,200.0
LP,2018-04-20-0540-28S.LC10__001_00_01,90.995,200.0
TR,2018-04-11-0938-44S.LC10__001_00_01,19.995,200.0
LP,2018-04-22-0604-05S.LC08__001_00_01,22.995,200.0
TC,2018-05-28-0502-00S.LC10__001_00_01,149.995,200.0
TC,2018-03-05-1846-49S.LC05__001_00_01,95.995,200.0
TC,2018-05-01-1946-26S.LC10__001_00_01,123.995,200.0
VT,2018-03-24-0010-58S.LC07__001_00_01,9.995,200.0
TC,2018-05-17-2141-30S.LC10__001_00_01,49.995,200.0
TC,2018-04-16-0528-33S.LC10__001_00_01,84.995,200.0
VT,2018-06-09-0614-57S.LC10__001_00_01,17.995,200.0
TC,2018-07-07-0716-15S.LC10__001_00_01,39.995,200.0
VT,2018-03-09-1419-05S.LC10__001_00_01,24.995,200.0
TC,2018-05-16-0939-24S.LC10__001_00_01,135.995,200.0
TC,2018-05-23-1804-25S.LC10__001_00_01,19.995,200.0
TC,2018-08-21-0933-09S.LC09__001_00_01,120.995,200.0
VT,2018-05-20-1718-55S.LC10__001_00_01,14.995,200.0
TR,2018-04-08-1225-15S.LC10__001_00_01,19.995,200.0
VT,2018-05-14-1915-25S.LC10__001_00_01,24.995,200.0
VT,2018-10-10-1218-35S.LC05__001_00_01,19.995,200.0
TC,2018-10-05-1705-25S.LC08__001_00_01,49.995,200.0
LP,2018-08-03-1947-41S.LC05__001_00_01,108.995,200.0
VT,2018-06-13-1949-25S.LC10__001_00_01,24.995,200.0
TC,2018-09-10-1111-48S.LC05__001_00_01,111.995,200.0
TC,2018-03-15-0639-03S.LC10__001_00_01,23.995,200.0
TC,2018-05-13-0341-33S.B2DA__001_00_01,166.998,500.0
VT,2018-03-11-0444-19S.LC10__001_00_01,8.995,200.0
VT,2018-05-01-2022-10S.LC10__001_00_01,19.995,200.0
VT,2018-04-04-0410-28S.LC10__001_00_01,10.995,200.0
VT,2018-07-11-0444-45S.LC10__001_00_01,11.995,200.0
TR,2018-04-18-1410-39S.LC10__001_00_01,20.995,200.0
TC,2018-06-01-2345-00S.LC10__001_00_01,29.995,200.0
TC,2018-04-11-0308-28S.LC08__001_00_01,145.995,200.0
TC,2018-08-04-1700-25S.LC08__001_00_01,119.995,200.0
LP,2018-05-24-0606-00S.LC08__001_00_01,119.995,200.0
VT,2018-05-04-0511-00S.LC10__001_00_01,39.995,200.0
VT,2018-06-15-1120-20S.LC10__001_00_01,29.995,200.0
LP,2018-09-14-1051-43S.LC01__001_00_01,191.995,200.0
VT,2018-06-12-1409-55S.LC10__001_00_01,21.995,200.0
TC,2018-07-07-0355-10S.LC10__001_00_01,79.995,200.0
TC,2018-06-14-1446-27S.LC09__001_00_01,92.995,200.0
HY,2018-09-02-1743-20S.LC09__001_00_01,79.995,200.0
VT,2018-06-18-1949-40S.LC10__001_00_01,39.995,200.0
TC,2018-10-17-1748-52S.LC05__001_00_01,147.995,200.0
TC,2018-03-13-1007-06S.LC10__001_00_01,13.995,200.0
VT,2018-10-18-0425-08S.LC05__001_00_01,18.995,200.0
VT,2018-04-14-0920-45S.LC10__001_00_01,9.995,200.0
TC,2018-05-19-1749-20S.LC10__001_00_01,39.995,200.0
VT,2018-06-10-0332-10S.LC10__001_00_01,14.995,200.0
VT,2018-04-26-0644-22S.LC10__001_00_01,36.995,200.0
LP,2018-04-03-1848-48S.LC10__001_00_01,24.995,200.0
TC,2018-06-07-1701-50S.LC10__001_00_01,29.995,200.0
VT,2018-03-22-0145-36S.LC10__001_00_01,22.995,200.0
VT,2018-06-15-2003-10S.LC10__001_00_01,14.995,200.0
VT,2018-03-15-0130-35S.LC10__001_00_01,24.995,200.0
VT,2018-03-19-0444-15S.LC10__001_00_01,9.995,200.0
LP,2018-05-08-2004-04S.LC10__001_00_01,145.995,200.0
LP,2018-04-17-2037-52S.LC10__001_00_01,107.995,200.0
VT,2018-07-24-0426-18S.LC10__001_00_01,8.995,200.0
TC,2018-04-25-1419-08S.B2DA__001_00_01,173.998,500.0
VT,2018-04-15-2329-50S.LC10__001_00_01,16.995,200.0
VT,2018-04-07-1313-25S.LC10__001_00_01,8.995,200.0
TC,2018-05-01-0329-50S.LC10__001_00_01,119.995,200.0
VT,2018-04-17-0021-30S.LC10__001_00_01,9.995,200.0
HY,2018-08-28-2122-36S.LC05__001_00_01,83.995,200.0
LP,2018-05-13-1244-18S.LC08__001_00_01,19.995,200.0
VT,2018-03-18-1010-48S.LC10__001_00_01,9.995,200.0
VT,2018-04-27-1248-53S.LC10__001_00_01,9.995,200.0
VT,2018-05-11-2121-32S.LC10__001_00_01,17.995,200.0
TC,2018-05-09-0743-10S.B2DA__001_00_01,29.998,500.0
TC,2018-10-21-1216-35S.LC08__001_00_01,174.995,200.0
TC,2018-06-04-0026-54S.LC10__001_00_01,125.995,200.0
TC,2018-05-14-2010-50S.LC10__001_00_01,109.995,200.0
LP,2018-10-04-0917-55S.LC05__001_00_01,44.995,200.0
HY,2018-06-21-1205-50S.LC10__001_00_01,9.995,200.0
VT,2018-04-29-1013-06S.LC10__001_00_01,9.995,200.0
VT,2018-05-29-2358-24S.LC10__001_00_01,15.995,200.0
TC,2018-03-09-0514-46S.B2DA__001_00_01,43.998,500.0
LP,2018-06-28-0422-33S.LC10__001_00_01,156.995,200.0
LP,2018-10-04-2317-07S.LC05__001_00_01,42.995,200.0
VT,2018-06-29-2108-00S.LC10__001_00_01,9.995,200.0
VT,2018-04-13-0549-07S.LC10__001_00_01,14.995,200.0
VT,2018-03-22-1215-00S.LC10__001_00_01,14.995,200.0
VT,2018-06-11-1242-10S.LC10__001_00_01,24.995,200.0
TR,2018-03-29-2236-20S.LC10__001_00_01,29.995,200.0
VT,2018-03-27-2033-19S.LC10__001_00_01,9.995,200.0
VT,2018-07-13-1229-47S.LC07__001_00_01,12.995,200.0
VT,2018-06-25-2143-23S.LC10__001_00_01,16.995,200.0
VT,2018-03-06-1319-35S.LC07__001_00_01,17.995,200.0
VT,2018-04-07-1423-33S.LC10__001_00_01,10.995,200.0
LP,2018-03-21-1425-47S.LC09__001_00_01,16.995,200.0
VT,2018-03-06-1233-57S.LC07__001_00_01,7.995,200.0
VT,2018-04-14-1918-00S.LC10__001_00_01,9.995,200.0
VT,2018-06-13-0957-22S.LC10__001_00_01,14.995,200.0
VT,2018-03-14-2333-53S.LC10__001_00_01,14.995,200.0
TC,2018-04-03-1908-41S.B2DA__001_00_01,43.998,500.0
VT,2018-08-25-0454-08S.LC05__001_00_01,21.995,200.0
HY,2018-08-05-1755-34S.LC09__001_00_01,45.995,200.0
TC,2018-04-25-0552-33S.LC10__001_00_01,21.995,200.0
TC,2018-10-10-2131-40S.LC05__001_00_01,99.995,200.0
VT,2018-04-06-0412-50S.LC07__001_00_01,39.995,200.0
TC,2018-06-17-2009-07S.LC07__001_00_01,82.995,200.0
VT,2018-06-13-0951-00S.LC10__001_00_01,19.995,200.0
LP,2018-03-29-1823-25S.B2DA__001_00_01,97.998,500.0
TC,2018-03-12-0439-40S.LC10__001_00_01,23.995,200.0
VT,2018-03-25-0004-40S.LC10__001_00_01,17.995,200.0
TC,2018-03-16-1246-06S.LC10__001_00_01,19.995,200.0
TC,2018-05-11-0540-40S.LC10__001_00_01,109.995,200.0
TC,2018-04-28-0645-36S.LC10__001_00_01,138.995,200.0
TC,2018-06-15-2036-00S.LC03__001_00_01,139.995,200.0
VT,2018-05-28-1101-50S.LC10__001_00_01,39.995,200.0
VT,2018-10-17-0016-27S.LC05__001_00_01,18.995,200.0
TC,2018-08-22-0952-10S.LC09__001_00_01,229.995,200.0
VT,2018-06-26-1134-50S.LC10__001_00_01,19.995,200.0
LP,2018-06-05-1103-40S.B2DA__001_00_01,119.998,500.0
VT,2018-04-20-1920-50S.LC10__001_00_01,9.995,200.0
LP,2018-05-07-0408-00S.LC10__001_00_01,159.995,200.0
VT,2018-05-14-1708-50S.LC10__001_00_01,29.995,200.0
TC,2018-08-03-1306-02S.LC05__001_00_01,32.995,200.0
TC,2018-06-03-2103-00S.LC04__001_00_01,99.995,200.0
LP,2018-04-12-2123-11S.LC10__001_00_01,106.995,200.0
VT,2018-06-08-1945-35S.LC10__001_00_01,14.995,200.0
VT,2018-05-14-1732-50S.LC10__001_00_01,49.995,200.0
TC,2018-08-10-1118-05S.LC08__001_00_01,154.995,200.0
TC,2018-08-04-0706-22S.LC05__001_00_01,102.995,200.0
VT,2018-03-18-0336-46S.LC10__001_00_01,14.995,200.0
TC,2018-05-30-1731-50S.LC10__001_00_01,34.995,200.0
TR,2018-04-05-0515-30S.LC10__001_00_01,20.995,200.0
TC,2018-05-29-0502-50S.B2DA__001_00_01,34.998,500.0
VT,2018-06-09-0337-15S.LC10__001_00_01,19.995,200.0
VT,2018-03-13-1215-34S.LC07__001_00_01,9.995,200.0
TC,2018-04-02-1342-00S.LC10__001_00_01,242.995,200.0
HY,2018-10-10-1742-31S.LC08__001_00_01,178.995,200.0
VT,2018-05-13-1017-35S.LC10__001_00_01,14.995,200.0
HY,2018-03-22-2051-00S.LC10__001_00_01,69.995,200.0
VT,2018-05-16-0341-44S.LC10__001_00_01,20.995,200.0
TC,2018-04-17-1346-40S.LC10__001_00_01,161.995,200.0
TR,2018-08-30-2204-41S.LC05__001_00_01,68.995,200.0
TC,2018-08-18-0110-05S.LC08__001_00_01,134.995,200.0
VT,2018-05-04-1322-50S.LC10__001_00_01,49.995,200.0
TC,2018-03-12-0513-55S.LC10__001_00_01,29.995,200.0
TR,2018-04-20-0029-51S.LC10__001_00_01,18.995,200.0
TC,2018-04-08-1718-01S.LC10__001_00_01,68.995,200.0
TC,2018-07-07-0608-03S.LC10__001_00_01,86.995,200.0
VT,2018-06-19-0004-05S.LC10__001_00_01,24.995,200.0
VT,2018-06-12-1321-10S.LC10__001_00_01,19.995,200.0
VT,2018-04-29-0530-53S.LC10__001_00_01,9.995,200.0
TC,2018-03-06-0118-32S.LC03__001_00_01,57.995,200.0
TR,2018-05-05-0344-30S.LC10__001_00_01,49.995,200.0
TC,2018-05-01-0103-38S.LC10__001_00_01,29.995,200.0
LP,2018-04-22-1320-36S.B2DA__001_00_01,88.998,500.0
TC,2018-05-22-0604-20S.LC10__001_00_01,99.995,200.0
VT,2018-04-14-2145-52S.LC10__001_00_01,19.995,200.0
LP,2018-06-27-2153-41S.LC10__001_00_01,118.995,200.0
HY,2018-04-01-0340-48S.LC10__001_00_01,21.995,200.0
VT,2018-07-01-1727-30S.LC10__001_00_01,19.995,200.0
LP,2018-04-29-1814-56S.B2DA__001_00_01,59.998,500.0
TR,2018-04-10-0612-16S.LC10__001_00_01,19.995,200.0
LP,2018-03-11-2319-20S.LC10__001_00_01,119.995,200.0
VT,2018-06-15-1258-10S.LC10__001_00_01,24.995,200.0
TR,2018-04-04-0505-26S.LC10__001_00_01,11.995,200.0
LP,2018-08-06-1147-00S.LC06__001_00_01,189.995,200.0
VT,2018-04-19-1228-55S.LC07__001_00_01,19.995,200.0
TC,2018-05-11-0141-15S.LC10__001_00_01,24.995,200.0
VT,2018-05-04-1753-20S.LC07__001_00_01,24.995,200.0
TC,2018-03-29-1906-10S.LC10__001_00_01,24.995,200.0
VT,2018-05-13-2205-42S.LC10__001_00_01,32.995,200.0
VT,2018-05-30-1705-02S.LC10__001_00_01,17.995,200.0
TR,2018-03-31-0147-45S.LC10__001_00_01,34.995,200.0
TC,2018-06-30-1325-11S.LC10__001_00_01,148.995,200.0
LP,2018-04-13-0322-40S.B2DA__001_00_01,119.998,500.0
VT,2018-03-11-1029-41S.LC10__001_00_01,8.995,200.0
LP,2018-04-19-0345-02S.LC08__001_00_01,137.995,200.0
TC,2018-03-23-1917-40S.LC10__001_00_01,24.995,200.0
LP,2018-05-09-2114-35S.B2DA__001_00_01,24.998,500.0
LP,2018-03-31-1347-26S.LC10__001_00_01,23.995,200.0
TC,2018-04-23-1405-45S.LC07__001_00_01,29.995,200.0
VT,2018-06-05-0753-20S.LC10__001_00_01,39.995,200.0
VT,2018-04-09-1228-05S.LC10__001_00_01,6.995,200.0
VT,2018-06-15-1326-29S.LC10__001_00_01,16.995,200.0
TC,2018-03-22-1042-30S.LC10__001_00_01,131.995,200.0
VT,2018-06-19-0053-07S.LC10__001_00_01,22.995,200.0
HY,2018-10-03-1827-00S.LC05__001_00_01,99.995,200.0
TC,2018-04-04-1033-46S.LC10__001_00_01,38.995,200.0
TC,2018-06-20-0317-40S.LC10__001_00_01,119.995,200.0
VT,2018-06-01-1934-35S.LC01__001_00_01,24.995,200.0
HY,2018-09-25-1847-20S.LC05__001_00_01,89.995,200.0
VT,2018-05-14-0940-07S.LC10__001_00_01,32.995,200.0
VT,2018-05-03-1439-22S.LC10__001_00_01,47.995,200.0
VT,2018-04-24-1748-20S.LC07__001_00_01,9.995,200.0
TC,2018-03-30-0335-16S.LC10__001_00_01,157.995,200.0
TC,2018-08-20-0530-40S.LC09__001_00_01,169.995,200.0
VT,2018-06-28-0352-24S.LC10__001_00_01,17.995,200.0
VT,2018-08-27-1352-39S.LC09__001_00_01,30.995,200.0
VT,2018-04-12-1258-42S.LC10__001_00_01,19.995,200.0
TC,2018-05-06-0601-20S.LC07__001_00_01,59.995,200.0
VT,2018-05-31-2033-06S.LC10__001_00_01,13.995,200.0
TC,2018-05-29-0442-35S.B2DA__001_00_01,74.998,500.0
TC,2018-08-31-0429-05S.LC05__001_00_01,134.995,200.0
TR,2018-04-20-1143-37S.LC10__001_00_01,80.995,200.0
HY,2018-05-17-1010-10S.LC10__001_00_01,29.995,200.0
TC,2018-05-07-1315-50S.LC10__001_00_01,24.995,200.0
VT,2018-04-28-2350-26S.LC10__001_00_01,9.995,200.0
TC,2018-03-21-0447-24S.LC10__001_00_01,45.995,200.0
VT,2018-03-26-0900-28S.LC10__001_00_01,9.995,200.0
LP,2018-03-27-1118-18S.LC08__001_00_01,26.995,200.0
TC,2018-04-16-0309-26S.LC10__001_00_01,19.995,200.0
VT,2018-03-24-2301-32S.B2DA__001_00_01,11.998,500.0
VT,2018-03-23-2314-10S.LC10__001_00_01,24.995,200.0
VT,2018-03-07-1221-36S.LC10__001_00_01,8.995,200.0
TC,2018-05-31-0010-15S.LC10__001_00_01,224.995,200.0
HY,2018-05-07-0058-05S.B2DA__001_00_01,24.998,500.0
VT,2018-06-19-0121-40S.LC10__001_00_01,19.995,200.0
VT,2018-05-07-2252-55S.LC10__001_00_01,34.995,200.0
VT,2018-05-13-1246-18S.LC10__001_00_01,11.995,200.0
VT,2018-05-30-0535-58S.LC10__001_00_01,11.995,200.0
LP,2018-05-02-1700-20S.LC10__001_00_01,49.995,200.0
VT,2018-05-30-1103-00S.LC10__001_00_01,19.995,200.0
HY,2018-08-27-1736-50S.LC05__001_00_01,68.995,200.0
VT,2018-06-28-0319-26S.LC10__001_00_01,13.995,200.0
LP,2018-05-17-0513-00S.LC10__001_00_01,169.995,200.0
TC,2018-04-24-1828-21S.LC10__001_00_01,58.995,200.0
VT,2018-03-20-0544-52S.LC10__001_00_01,12.995,200.0
TC,2018-03-20-0627-23S.LC10__001_00_01,26.995,200.0
TC,2018-09-13-1755-51S.LC05__001_00_01,108.995,200.0
VT,2018-06-27-1434-15S.LC10__001_00_01,19.995,200.0
TC,2018-03-21-1253-13S.LC10__001_00_01,19.995,200.0
TC,2018-05-28-0519-00S.LC10__001_00_01,29.995,200.0
VT,2018-07-25-2235-00S.LC10__001_00_01,34.995,200.0
LP,2018-03-22-0418-04S.LC10__001_00_01,145.995,200.0
TC,2018-04-03-2112-25S.B2DA__001_00_01,74.998,500.0
VT,2018-06-13-1009-35S.LC10__001_00_01,24.995,200.0
VT,2018-04-03-0443-31S.LC10__001_00_01,11.995,200.0
VT,2018-05-19-0130-28S.LC10__001_00_01,21.995,200.0
LP,2018-09-04-1948-47S.LC05__001_00_01,172.995,200.0
TC,2018-10-06-1023-55S.LC05__001_00_01,104.995,200.0
TC,2018-08-07-0004-11S.LC09__001_00_01,108.995,200.0
TC,2018-04-30-0435-52S.LC10__001_00_01,19.995,200.0
TC,2018-05-03-0925-40S.LC10__001_00_01,94.995,200.0
TR,2018-04-23-0034-05S.LC10__001_00_01,29.995,200.0
TC,2018-04-03-0511-28S.LC10__001_00_01,28.995,200.0
VT,2018-06-18-0542-57S.LC10__001_00_01,17.995,200.0
TC,2018-05-29-2014-20S.LC08__001_00_01,219.995,200.0
VT,2018-06-17-1732-05S.LC10__001_00_01,29.995,200.0
VT,2018-03-08-0007-47S.LC10__001_00_01,11.995,200.0
VT,2018-03-05-0504-45S.LC07__001_00_01,13.995,200.0
TC,2018-04-07-2350-09S.LC10__001_00_01,70.995,200.0
VT,2018-04-30-1308-15S.LC10__001_00_01,9.995,200.0
VT,2018-06-08-0730-25S.LC10__001_00_01,14.995,200.0
LP,2018-09-13-2118-46S.LC05__001_00_01,138.995,200.0
TC,2018-03-05-2006-13S.LC05__001_00_01,20.995,200.0
VT,2018-06-09-1144-00S.LC10__001_00_01,19.995,200.0
VT,2018-06-16-0503-00S.LC10__001_00_01,19.995,200.0
TC,2018-06-05-0507-20S.LC10__001_00_01,79.995,200.0
VT,2018-06-14-1050-16S.LC10__001_00_01,33.995,200.0
VT,2018-03-21-1410-51S.LC04__001_00_01,14.995,200.0
TC,2018-07-30-2038-02S.LC05__001_00_01,97.995,200.0
TC,2018-04-16-1316-00S.LC10__001_00_01,89.995,200.0
TC,2018-06-03-0653-00S.LC10__001_00_01,29.995,200.0
TC,2018-04-19-0952-28S.LC10__001_00_01,111.995,200.0
TC,2018-04-23-1117-45S.LC10__001_00_01,26.995,200.0
VT,2018-05-15-0955-00S.LC10__001_00_01,14.995,200.0
TR,2018-07-28-1903-20S.LC10__001_00_01,19.995,200.0
LP,2018-08-11-1829-12S.LC06__001_00_01,72.995,200.0
TC,2018-10-02-1742-37S.LC05__001_00_01,62.995,200.0
VT,2018-05-28-2133-00S.LC10__001_00_01,19.995,200.0
TC,2018-03-31-1030-20S.LC10__001_00_01,119.995,200.0
LP,2018-05-02-0137-20S.LC10__001_00_01,139.995,200.0
VT,2018-06-08-1921-50S.LC10__001_00_01,29.995,200.0
VT,2018-04-27-2040-23S.LC10__001_00_01,9.995,200.0
VT,2018-04-09-2047-37S.LC10__001_00_01,14.995,200.0
VT,2018-06-26-0438-60S.LC10__001_00_01,19.995,200.0
TC,2018-08-23-1743-09S.LC05__001_00_01,108.995,200.0
VT,2018-04-11-2040-19S.LC10__001_00_01,9.995,200.0
VT,2018-07-25-1956-40S.LC03__001_00_01,17.995,200.0
TC,2018-09-03-1451-20S.LC09__001_00_01,79.995,200.0
TR,2018-04-05-1721-47S.LC07__001_00_01,11.995,200.0
VT,2018-05-01-0657-40S.LC07__001_00_01,39.995,200.0
VT,2018-03-08-0525-31S.LC10__001_00_01,8.995,200.0
VT,2018-04-26-1148-50S.LC07__001_00_01,24.995,200.0
VT,2018-05-01-1435-49S.LC10__001_00_01,10.995,200.0
LP,2018-05-13-0153-47S.LC07__001_00_01,192.995,200.0
VT,2018-03-10-0048-37S.LC10__001_00_01,16.995,200.0
VT,2018-04-30-0411-15S.LC10__001_00_01,29.995,200.0
VT,2018-04-28-1823-43S.LC07__001_00_01,19.995,200.0
LP,2018-09-10-2144-00S.LC08__001_00_01,34.995,200.0
TC,2018-03-20-1705-50S.LC09__001_00_01,78.995,200.0
TR,2018-06-16-0413-30S.LC10__001_00_01,24.995,200.0
TR,2018-06-25-1946-40S.LC04__001_00_01,19.995,200.0
